filename|phase
c8b2ebacdde0fef8fcebb112034ff0ee.wav|phase1 (bad-microphone)
c8b2ebacdde0fef8fcebb112034ff0ee.wav|phase1 (bad-microphone)
12092aa5e2e1c880d04f2e04a60eefdc.wav|phase1 (bad-microphone)
f38241d8377942674b6ff921e63b1cdc.wav|phase1 (bad-microphone)
e7eb5f566c92b7323f57163b9d056af5.wav|phase1 (bad-microphone)
fe3cdee6fdb82dde99a6083075c8b09e.wav|phase1 (bad-microphone)
fe3cdee6fdb82dde99a6083075c8b09e.wav|phase1 (bad-microphone)
51d16d5fe9930fbe8dff8f85ba049482.wav|phase1 (bad-microphone)
0cd9a2c4569872acfca2904a09ea7940.wav|phase1 (bad-microphone)
e7eb5f566c92b7323f57163b9d056af5.wav|phase1 (bad-microphone)
d026697658dbb74a0c9072d1595f1ba3.wav|phase1 (bad-microphone)
6a6a965be1b12a837066425f0b81afb2.wav|phase1 (bad-microphone)
e46bcd7de5f240143c55d7b77289d68a.wav|phase1 (bad-microphone)
2ce77a2392740294b33dd6570a2394d9.wav|phase1 (bad-microphone)
4d5edbe78517eec67d7b1f5500d21739.wav|phase1 (bad-microphone)
1ba07d2f29284cdea72d99792b5404eb.wav|phase1 (bad-microphone)
3d8250a99b951dbf81251695e94fa8a1.wav|phase1 (bad-microphone)
e768c3fdf55ffee46ab2fc65cb8d0713.wav|phase1 (bad-microphone)
e768c3fdf55ffee46ab2fc65cb8d0713.wav|phase1 (bad-microphone)
761a03d3ab575b104fc91e849109f18f.wav|phase1 (bad-microphone)
761a03d3ab575b104fc91e849109f18f.wav|phase1 (bad-microphone)
7cd316caca365a608669c56dab62fd50.wav|phase1 (bad-microphone)
7cd316caca365a608669c56dab62fd50.wav|phase1 (bad-microphone)
0aeae8dd0fafb773fc1b18e71fdcaf77.wav|phase1 (bad-microphone)
0aeae8dd0fafb773fc1b18e71fdcaf77.wav|phase1 (bad-microphone)
b3209b1f6c20c07d10e5e6c8353c2d8e.wav|phase1 (bad-microphone)
b3209b1f6c20c07d10e5e6c8353c2d8e.wav|phase1 (bad-microphone)
c377d7ffd108a8d656be585ab41c89e8.wav|phase1 (bad-microphone)
3dba704136839af3f5602d9b8947063f.wav|phase1 (bad-microphone)
3dba704136839af3f5602d9b8947063f.wav|phase1 (bad-microphone)
1463d2d32e09289fbf52dad848ee3ec7.wav|phase1 (bad-microphone)
1463d2d32e09289fbf52dad848ee3ec7.wav|phase1 (bad-microphone)
4b932b55c2db99a982e7c68ca7c5e6ce.wav|phase1 (bad-microphone)
4b932b55c2db99a982e7c68ca7c5e6ce.wav|phase1 (bad-microphone)
246281cd335325b5a2d948c719cf9469.wav|phase1 (bad-microphone)
246281cd335325b5a2d948c719cf9469.wav|phase1 (bad-microphone)
bcdb43889b9aeb02751ba5d1d3f65aa0.wav|phase1 (bad-microphone)
45e61868e630ec872a4611686497f708.wav|phase1 (bad-microphone)
35094685799a19d8b4ce0e576bd92526.wav|phase1 (bad-microphone)
35094685799a19d8b4ce0e576bd92526.wav|phase1 (bad-microphone)
c4e11838c3352c9df1b0a88022ee273a.wav|phase1 (bad-microphone)
c4e11838c3352c9df1b0a88022ee273a.wav|phase1 (bad-microphone)
cf9341c24e729d7b98747c01c8ab9bfe.wav|phase1 (bad-microphone)
7f5acff9d1957e4d771d513b1794812a.wav|phase1 (bad-microphone)
ec53a8c4f07baed5d8825072c89799be.wav|phase1 (bad-microphone)
06b185256c71c1aec263c6e22bf8ef6b.wav|phase1 (bad-microphone)
e121bf242048de7030aa9dbaccf63ca1.wav|phase1 (bad-microphone)
5a597bf75b94682fce02850ee52358cf.wav|phase1 (bad-microphone)
5a597bf75b94682fce02850ee52358cf.wav|phase1 (bad-microphone)
84e7f21bede8b958348c7d1b967af7c8.wav|phase1 (bad-microphone)
84e7f21bede8b958348c7d1b967af7c8.wav|phase1 (bad-microphone)
0d94863a2f935a77d51f49b46c70e925.wav|phase1 (bad-microphone)
0d94863a2f935a77d51f49b46c70e925.wav|phase1 (bad-microphone)
daab095f7bc51677830c79c061e95d5b.wav|phase1 (bad-microphone)
fb70eeb7696fe224b7b8b49d372df11e.wav|phase1 (bad-microphone)
fb70eeb7696fe224b7b8b49d372df11e.wav|phase1 (bad-microphone)
1adbf950afd894d2c9fc4b07ceb378d4.wav|phase1 (bad-microphone)
1adbf950afd894d2c9fc4b07ceb378d4.wav|phase1 (bad-microphone)
904ed8dac69c1a05dbaaf255bd97d459.wav|phase1 (bad-microphone)
f376cc62982686a9c9aea1bb13ff8bf0.wav|phase1 (bad-microphone)
f376cc62982686a9c9aea1bb13ff8bf0.wav|phase1 (bad-microphone)
0b045927280d380b304bb2f61f3b793c.wav|phase1 (bad-microphone)
0b045927280d380b304bb2f61f3b793c.wav|phase1 (bad-microphone)
bfaaa436cafabd39caf44610d3a43f8c.wav|phase1 (bad-microphone)
bfaaa436cafabd39caf44610d3a43f8c.wav|phase1 (bad-microphone)
1a38fbeb3ee886862d2555af9eb652d5.wav|phase1 (bad-microphone)
1a38fbeb3ee886862d2555af9eb652d5.wav|phase1 (bad-microphone)
4d28b1fc95bc4f3b7bad0460dcf9af2a.wav|phase1 (bad-microphone)
4d28b1fc95bc4f3b7bad0460dcf9af2a.wav|phase1 (bad-microphone)
76390c3593ff33e9c5b91a43a4fe9bac.wav|phase1 (bad-microphone)
76390c3593ff33e9c5b91a43a4fe9bac.wav|phase1 (bad-microphone)
ce0036e4aafd99e535adb7b4aa649b75.wav|phase1 (bad-microphone)
300304a9a7b58e138e6731d13b7ba469.wav|phase1 (bad-microphone)
300304a9a7b58e138e6731d13b7ba469.wav|phase1 (bad-microphone)
3b55950f1b5e299b3d1df8746a46489d.wav|phase1 (bad-microphone)
3b55950f1b5e299b3d1df8746a46489d.wav|phase1 (bad-microphone)
746467c539b8ab1cb1370483cd6a60e3.wav|phase1 (bad-microphone)
746467c539b8ab1cb1370483cd6a60e3.wav|phase1 (bad-microphone)
c48eefc97659be2d9f9d3a592f102e9b.wav|phase1 (bad-microphone)
c48eefc97659be2d9f9d3a592f102e9b.wav|phase1 (bad-microphone)
977c90f6b6fb3cfd46626d77f2a4fb63.wav|phase1 (bad-microphone)
977c90f6b6fb3cfd46626d77f2a4fb63.wav|phase1 (bad-microphone)
c167bee945a3cc8c065bf811787ffeb5.wav|phase1 (bad-microphone)
e141f22485a1f4db056fbc1987a1ba57.wav|phase1 (bad-microphone)
e141f22485a1f4db056fbc1987a1ba57.wav|phase1 (bad-microphone)
99f2769a128821152ef8c78282b269ed.wav|phase1 (bad-microphone)
99f2769a128821152ef8c78282b269ed.wav|phase1 (bad-microphone)
dc7e7d487858a1c1033fc13e66a2cde4.wav|phase1 (bad-microphone)
5a495addb612de37425aca64dc2a52fc.wav|phase1 (bad-microphone)
5a495addb612de37425aca64dc2a52fc.wav|phase1 (bad-microphone)
65fd9e5fb8ad6a5f03d3bcfdc9b97c48.wav|phase1 (bad-microphone)
aa7f0586dc736e4fefce6c7321c4b7ae.wav|phase1 (bad-microphone)
aa7f0586dc736e4fefce6c7321c4b7ae.wav|phase1 (bad-microphone)
6d936190a38a07c227b2bb35445bf4e4.wav|phase1 (bad-microphone)
97d7df19998efa68f79276186395ac83.wav|phase1 (bad-microphone)
8ae211df4fd05165943c9f865d627f64.wav|phase1 (bad-microphone)
a195ed788d7f28dd32461a8c3e146f23.wav|phase1 (bad-microphone)
0790923e09e11ba7b96b92893da548f4.wav|phase1 (bad-microphone)
0790923e09e11ba7b96b92893da548f4.wav|phase1 (bad-microphone)
f2e488e681d80a46e1408a84c9a29785.wav|phase1 (bad-microphone)
f2e488e681d80a46e1408a84c9a29785.wav|phase1 (bad-microphone)
1a76a5f0b576187118c3a2bcf518fabd.wav|phase1 (bad-microphone)
1a76a5f0b576187118c3a2bcf518fabd.wav|phase1 (bad-microphone)
3854672022cfa97d5cf7483b5aa46a12.wav|phase1 (bad-microphone)
3854672022cfa97d5cf7483b5aa46a12.wav|phase1 (bad-microphone)
3a53b4c05a9a3db833688ab7a3329d89.wav|phase1 (bad-microphone)
cb612408f9249c228af44ccc97aa8cdf.wav|phase1 (bad-microphone)
cb612408f9249c228af44ccc97aa8cdf.wav|phase1 (bad-microphone)
6d800bfb287cddb0e68eb00051051965.wav|phase1 (bad-microphone)
6d800bfb287cddb0e68eb00051051965.wav|phase1 (bad-microphone)
ecabe812c61d6b5f8e2878e48ceaf166.wav|phase1 (bad-microphone)
ecabe812c61d6b5f8e2878e48ceaf166.wav|phase1 (bad-microphone)
c37527fdde6f8683de7df0943825fb27.wav|phase1 (bad-microphone)
c37527fdde6f8683de7df0943825fb27.wav|phase1 (bad-microphone)
04dbf3843eb51ee210743eaf9f57578a.wav|phase1 (bad-microphone)
d2c2499599c0cc9f6147737044fda118.wav|phase1 (bad-microphone)
d2c2499599c0cc9f6147737044fda118.wav|phase1 (bad-microphone)
1f15ffe209193800004915da1a791ff5.wav|phase1 (bad-microphone)
8c6d84faf2998cacb2d7f1a858079af6.wav|phase1 (bad-microphone)
8c6d84faf2998cacb2d7f1a858079af6.wav|phase1 (bad-microphone)
c2341d23e097dfebfe2e313667c983ec.wav|phase1 (bad-microphone)
c58b3fdf32945788ca21bc411b999deb.wav|phase1 (bad-microphone)
013304fb448ff500ac6cd9a9eab62002.wav|phase1 (bad-microphone)
33936d8020d405d352a6b59480be510e.wav|phase1 (bad-microphone)
c66327f4b83a705e7270ac61e9407e0d.wav|phase1 (bad-microphone)
c66327f4b83a705e7270ac61e9407e0d.wav|phase1 (bad-microphone)
52f55ed386b6aa169160dce5ce6244d8.wav|phase1 (bad-microphone)
75ce1af31561fe821011b8bf6d22fde7.wav|phase1 (bad-microphone)
75ce1af31561fe821011b8bf6d22fde7.wav|phase1 (bad-microphone)
9572d074b323bb26d72f987566606564.wav|phase1 (bad-microphone)
a78c5bf69b40d464b954ef76815c6fa0.wav|phase1 (bad-microphone)
a78c5bf69b40d464b954ef76815c6fa0.wav|phase1 (bad-microphone)
1901a3e45703e36692f39617e870a33d.wav|phase1 (bad-microphone)
e21ca5d93274462911bca20b3cf3cf04.wav|phase1 (bad-microphone)
e21ca5d93274462911bca20b3cf3cf04.wav|phase1 (bad-microphone)
a120b762d26d4f5f51a7ad9c9ecf25e2.wav|phase1 (bad-microphone)
f4470aef16b8e29eac393816fef0bdba.wav|phase1 (bad-microphone)
f4470aef16b8e29eac393816fef0bdba.wav|phase1 (bad-microphone)
0a5e99895d7bf2fc3d13739722bc17d6.wav|phase1 (bad-microphone)
a8794f6a5908817d831b956262fee0d0.wav|phase1 (bad-microphone)
a8794f6a5908817d831b956262fee0d0.wav|phase1 (bad-microphone)
a8794f6a5908817d831b956262fee0d0.wav|phase1 (bad-microphone)
b2c8ff9bcc6a34e355410025e10807ad.wav|phase1 (bad-microphone)
b2c8ff9bcc6a34e355410025e10807ad.wav|phase1 (bad-microphone)
f4eefcd72aecede7f883ac7534e64a7e.wav|phase1 (bad-microphone)
ee649893272d27c4a9dd1789325af5ae.wav|phase1 (bad-microphone)
ba037d44c7ac216f8bd92a4f940d1c1d.wav|phase1 (bad-microphone)
c840350080581226db4395078043079e.wav|phase1 (bad-microphone)
d2abc2a4a8a41019d39ba912519ae4ac.wav|phase1 (bad-microphone)
95fefc70f2962390dba54fe00be1aecc.wav|phase1 (bad-microphone)
e6f6073bab61f5f81d1d2f39e999ae49.wav|phase1 (bad-microphone)
0cb4a5b3666d4ee21f99ac0021bb83bd.wav|phase1 (bad-microphone)
98436b0f4775176a5dab8b8089b720d7.wav|phase1 (bad-microphone)
8cb57204a72a08b7cd51f7d1976f0d8a.wav|phase1 (bad-microphone)
b0ec43d26bee5857c340a6fb9c3f49da.wav|phase1 (bad-microphone)
08752ae3791a711137a73588b9b88804.wav|phase1 (bad-microphone)
62892616c84387ae20e654aef2bb0937.wav|phase1 (bad-microphone)
c874f169ebb61fdf1b534ceb789f6618.wav|phase1 (bad-microphone)
77939749a06bd4e6ffae3ad22843b9da.wav|phase1 (bad-microphone)
b1ef518dc515fd62b8e286df9e5265e1.wav|phase1 (bad-microphone)
721e58c5bee4de78fe522918c3821c72.wav|phase1 (bad-microphone)
7a9ffec861fa4d2d2f28a6be580128df.wav|phase1 (bad-microphone)
e97bd4d6cdffc7b4da47ca1719ac1466.wav|phase1 (bad-microphone)
2a53d9dac57fb7f0e962df379b2de0e0.wav|phase1 (bad-microphone)
4fc8878480d4d1b05af2060a5eb3b6b1.wav|phase1 (bad-microphone)
21b235c42db30bfd7c8c026f1bab6edf.wav|phase1 (bad-microphone)
a6a3aff614140a0aaf6a6165919ce8a9.wav|phase1 (bad-microphone)
e022ef204058621308e16ac9d6652119.wav|phase1 (bad-microphone)
abe136462fbd7697ef1418aa63c3a137.wav|phase1 (bad-microphone)
6a7ae506b7e5689a662f84edbc4ef356.wav|phase1 (bad-microphone)
fb77f93156e60984786107588d25edc4.wav|phase1 (bad-microphone)
68cd42f1be7953fad1c27c73f97dbbd6.wav|phase1 (bad-microphone)
f1e2fe85f01db4d6585ec7d14ac90d62.wav|phase1 (bad-microphone)
adafbc67d9c0be0a3546c83f0eeecde8.wav|phase1 (bad-microphone)
7b736bb00ecdc181876cce2a69224799.wav|phase1 (bad-microphone)
1d19ec7c83ab7579bdd7134a627907d1.wav|phase1 (bad-microphone)
6cd0dc6249b41bf8f1ed17d942a67d71.wav|phase1 (bad-microphone)
8321e79c278ec510f63675c040594892.wav|phase1 (bad-microphone)
a1d0ec6d56f8833a078b5a7ac4caf2d4.wav|phase1 (bad-microphone)
201eb90026faec3acf0e4263338205c4.wav|phase1 (bad-microphone)
704183817f9cbe5f6f95d58a4b647e7e.wav|phase1 (bad-microphone)
b0877ef30d097c19c58953bb8586f475.wav|phase1 (bad-microphone)
072a0c1579e51ee0c2ec3f84305a332d.wav|phase1 (bad-microphone)
3dbd66c15f7de23c38d94caa1e01246f.wav|phase1 (bad-microphone)
f17b17fcfc4a03bf52506624d3b33f6e.wav|phase1 (bad-microphone)
38bec5508f3b13d1b5703d6ad500e312.wav|phase1 (bad-microphone)
eed44cb9f85ed61136cf3bd825375769.wav|phase1 (bad-microphone)
4693f769a1c44d419b9069a2fc486b2c.wav|phase1 (bad-microphone)
7dd4c709d58341a97f6c614f5915030e.wav|phase1 (bad-microphone)
4bd00b67454fe223db3815ec8994d372.wav|phase1 (bad-microphone)
cbdbdb72014d1074733ebb6e458c3eb8.wav|phase1 (bad-microphone)
58bb9b8676fc3d87e577ee7ad943ec8c.wav|phase1 (bad-microphone)
ae9e7a8c0dd82a8595704862c28d2233.wav|phase1 (bad-microphone)
7b4c633d59c900f37bf79de1f36f67cf.wav|phase1 (bad-microphone)
a2f37fe81c4d59a598c2ea1ab6895d92.wav|phase1 (bad-microphone)
896c3f4fe0a0a7538845d2cf32ad2164.wav|phase1 (bad-microphone)
e18c3490be257c5f63733c2e89c79f68.wav|phase1 (bad-microphone)
dacf11e77dd87b104c584d73eae5aa96.wav|phase1 (bad-microphone)
de05a07e48f6a0cda093dc9ec4870b43.wav|phase1 (bad-microphone)
af7845f78b855ed8c3025f9045dcacc9.wav|phase1 (bad-microphone)
6324a64a551bd9d8a5cd1abf7e723f0a.wav|phase1 (bad-microphone)
64b593db6fb89143e8ad78f7dfb5281a.wav|phase1 (bad-microphone)
5036a6ca4ebb73c30d0c326cc751e1c8.wav|phase1 (bad-microphone)
799e43ac89da75ecc043b25c1f9cb906.wav|phase1 (bad-microphone)
a939f2ca060905f79b40a8328d119b40.wav|phase1 (bad-microphone)
60b1f65c5a6f1c86cf86aec4e0d117b1.wav|phase1 (bad-microphone)
d22b165fc0d967f36238e78d505770df.wav|phase1 (bad-microphone)
f6065e8fe2c0040413bf48b8e9c92bb8.wav|phase1 (bad-microphone)
a8bacab397bb51daab2b5a5ca2d0ce2a.wav|phase1 (bad-microphone)
807765384d9d5527da8848df14a4f02f.wav|phase1 (bad-microphone)
ddf98db81c93687f179143674c342b39.wav|phase1 (bad-microphone)
2d9002a6a794c0d5f34bf46e5e0b6a11.wav|phase1 (bad-microphone)
bfe9da9d514a9c662d9c3a0da43524b5.wav|phase1 (bad-microphone)
0758e917d8dcc2d7ca5d9c78407f0cfd.wav|phase1 (bad-microphone)
b31edfce1417477e837d30f2f2493d79.wav|phase1 (bad-microphone)
cff6e12a883e8365cde06ecffe0c8ef2.wav|phase1 (bad-microphone)
33ebc414ab3b38c00cf1ce358d2c35a2.wav|phase1 (bad-microphone)
e068b644c499bb1b65396331f9702c08.wav|phase1 (bad-microphone)
821bad2455d1396796033b60f0bd94d7.wav|phase1 (bad-microphone)
d45448ad5252dab7476889bb32fcb021.wav|phase1 (bad-microphone)
323c5a1573d5e1cf6bda81061c6cbc9d.wav|phase1 (bad-microphone)
838dba2c932f76cfabd8b36cb94d0e72.wav|phase1 (bad-microphone)
9f1cf0dc7545d88d61f89b16484f6341.wav|phase1 (bad-microphone)
7c41775f0625b01e9a7cca77e6ab1c8a.wav|phase1 (bad-microphone)
b2876aeb907f5b846ff6974cbbc2087a.wav|phase1 (bad-microphone)
b66090c13a015fddfef1f976d8ce06b5.wav|phase1 (bad-microphone)
1fc1b7e0d4de5a548d528b0c470df529.wav|phase1 (bad-microphone)
d113fedeeca91959b9e03f3da3e17bba.wav|phase1 (bad-microphone)
d195972054a1f651baf2afe765263445.wav|phase1 (bad-microphone)
bbedf94c555fe922f92d24342a09457e.wav|phase1 (bad-microphone)
fd65c67862dad6951e6be9dcea9eb75b.wav|phase1 (bad-microphone)
e9f4e27b262a3bc4628726907c355a86.wav|phase1 (bad-microphone)
fb6fa1836c8414f92dc8f4c947f3216c.wav|phase1 (bad-microphone)
5c326b65fcad57b8fb22301339a27065.wav|phase1 (bad-microphone)
bbc31c77163dafce3d3f27f64aa8bf18.wav|phase1 (bad-microphone)
e6e03d81a7a5bbb9188fd1d40bbbaebe.wav|phase1 (bad-microphone)
b18dc275026101a46ae963193157ffc1.wav|phase1 (bad-microphone)
208e849c22efba74856c9869b7c86b2f.wav|phase1 (bad-microphone)
4b58fff4c0cdef4fa7cc1e08364e1e35.wav|phase1 (bad-microphone)
4baa9659084c8b13bd64d5ce40393bf1.wav|phase1 (bad-microphone)
8b1777dd6ec5404fd0a1482c4fb817f9.wav|phase1 (bad-microphone)
df405c11dadbdf255569f24131bd4c10.wav|phase1 (bad-microphone)
bd968d96d22b82261707f767c7fb0bc3.wav|phase1 (bad-microphone)
2248ba35d30edf3aa1b7e0d88bd8b09e.wav|phase1 (bad-microphone)
147f23e113a0eceac85a61f0de2dd044.wav|phase1 (bad-microphone)
eb949f304e56bdfc8de4d402b8d7c797.wav|phase1 (bad-microphone)
309157210147278f1a6a4f9a98864ebb.wav|phase1 (bad-microphone)
53de436e0db073bd6d338147eff358b2.wav|phase1 (bad-microphone)
8771223ebdea8d800e884e11da9f24b9.wav|phase1 (bad-microphone)
10ce11efbac9ee7df3599edbe889d78f.wav|phase1 (bad-microphone)
6574ff8c3201e2b76c66d5b588ec3bd5.wav|phase1 (bad-microphone)
fcda9314bacdf76cab1ea1f72381e60c.wav|phase1 (bad-microphone)
74dadedee23e6b1c8c3bc1dad4f36a66.wav|phase1 (bad-microphone)
68f527ca7a9e16e3ae345e39f68e108d.wav|phase1 (bad-microphone)
48cf5ec50bdf4c2f74555ae8e78cd44c.wav|phase1 (bad-microphone)
36295f47a5e6946f830db6759282c726.wav|phase1 (bad-microphone)
e802865d315f56696fbb9227005ce1ef.wav|phase1 (bad-microphone)
5f30e78e30473edf1f4a9defbc4397a5.wav|phase1 (bad-microphone)
9fea9f1276376274bceb644b6c555860.wav|phase1 (bad-microphone)
9cdd88bca8e549c83999b4991942c372.wav|phase1 (bad-microphone)
2c4bc07d3b137f675f226e221f8dfcfd.wav|phase1 (bad-microphone)
1618b6d6835241a66253b7d647633900.wav|phase1 (bad-microphone)
d05dcb9c2ff5e82785997db7a101f8b1.wav|phase1 (bad-microphone)
c3fe4d0d9d5df773d1f50706571c066b.wav|phase1 (bad-microphone)
24e0893e993413c7ae330fbd04e6d220.wav|phase1 (bad-microphone)
b937acf482415ee053d2d072cce07751.wav|phase1 (bad-microphone)
2cc04b98ebe3a503a5faeee398f25b80.wav|phase1 (bad-microphone)
bce925d3ae2149aab8a17a4072292c70.wav|phase1 (bad-microphone)
764ee247202f7233fddbb0d8b46ce952.wav|phase1 (bad-microphone)
4915c5aac20b60705f4adf5d6fe1827d.wav|phase1 (bad-microphone)
976ddafd770b0c60e51b859dfa8e5339.wav|phase1 (bad-microphone)
316088edb59e7cf2774919b433662c0a.wav|phase1 (bad-microphone)
e51336ea4da121f98c73ced13eb21220.wav|phase1 (bad-microphone)
f81252b5ca6e40ad6fac4de78d242e62.wav|phase1 (bad-microphone)
40bfdf62a483db69651c39ab002a016c.wav|phase1 (bad-microphone)
9f3d767575f755b5ccada76b5e73ff72.wav|phase1 (bad-microphone)
21fc24d0aef210d18394610233ff596c.wav|phase1 (bad-microphone)
a525521fb3413587b5855576f8934c83.wav|phase1 (bad-microphone)
136cde8e37d60e32eee3fb1ada1e634b.wav|phase1 (bad-microphone)
5310253665c3aac6e3658a0a793fd3fd.wav|phase1 (bad-microphone)
5fcf05cdefbf8a357fb0d2a36d82250e.wav|phase1 (bad-microphone)
d18851bdc9de8f99f24406656b183ea1.wav|phase1 (bad-microphone)
1901a3e45703e36692f39617e870a33d.wav|phase1 (bad-microphone)
b05a3530d07ac123b927a2ab3203bc00.wav|phase1 (bad-microphone)
771f6d0abeb5c37a6ab17d538a91ee16.wav|phase1 (bad-microphone)
a120b762d26d4f5f51a7ad9c9ecf25e2.wav|phase1 (bad-microphone)
27a7145480cd626d689668210e5718c4.wav|phase1 (bad-microphone)
8a8df1e272f960567c160ef4d466940b.wav|phase1 (bad-microphone)
ce8286ffe4a1ba27eb230ce50495533c.wav|phase1 (bad-microphone)
dd34fc78908c99476e67452283d51bef.wav|phase1 (bad-microphone)
9f8a8ffac5cfb56125bf12453d189a40.wav|phase1 (bad-microphone)
6dcd96d76235cb6954660d3960f20d62.wav|phase1 (bad-microphone)
be337d304c0d84af279a1e028ec35aa2.wav|phase1 (bad-microphone)
a77b3598941cb803eac0fcdafe44fac9.wav|phase1 (bad-microphone)
22c276a05aa7c90566ae2175bcc2a9b0.wav|phase1 (bad-microphone)
5bc0791352002fc5316b9e59022e1513.wav|phase1 (bad-microphone)
3e413f53d9f7c57b7250e9515a8d0d4d.wav|phase1 (bad-microphone)
e0a0862398ccf49afa6c809d3832915c.wav|phase1 (bad-microphone)
401f8804cc4004ad9ce4472ad1b9a3b9.wav|phase1 (bad-microphone)
bee5dd9d568eae71132655d9f12b8276.wav|phase1 (bad-microphone)
ae28219c03cc7c5c8a8374713bb05076.wav|phase1 (bad-microphone)
2342c97172f86615a4ae27c63e4aaefc.wav|phase1 (bad-microphone)
978cec8d468c031072c973d22362111f.wav|phase1 (bad-microphone)
92a113f6a27582785f6a2c96bc84cc9d.wav|phase1 (bad-microphone)
870d59a2c4ba0eab2ae2230ac9178e71.wav|phase1 (bad-microphone)
a94a438cd8eea07f3205aa630cd79b68.wav|phase1 (bad-microphone)
557638dcef9add67a677095241ab9c96.wav|phase1 (bad-microphone)
18487c94b35def1de2e3396a4b044649.wav|phase1 (bad-microphone)
b1fff594cb334841db8beb596a54a43d.wav|phase1 (bad-microphone)
5b934abd0d42d3378be64666116c79b6.wav|phase1 (bad-microphone)
484075b8da88b8b291bd7af1fbd12aff.wav|phase1 (bad-microphone)
b2181d2e830d90692178b6693247ab68.wav|phase1 (bad-microphone)
5a67b16cd0abd744b82f7c6dd15ebdc0.wav|phase1 (bad-microphone)
670c2397b0dc905bedf244c549253b68.wav|phase1 (bad-microphone)
ecf0d4a6ee91b6848493392e9fc74fdf.wav|phase1 (bad-microphone)
754ecf2a109ae29477f2f2eaa2d823a1.wav|phase1 (bad-microphone)
7efe923ff37c73845e18fe72ec9fbb2d.wav|phase1 (bad-microphone)
f727514ed26ecf8019bf0d21c44d256a.wav|phase1 (bad-microphone)
21a4e677cb0542aaa0119ce765063b80.wav|phase1 (bad-microphone)
13600df781d531cd3b326a3ef2071657.wav|phase1 (bad-microphone)
21a4e677cb0542aaa0119ce765063b80.wav|phase1 (bad-microphone)
b76d908089d50f0580ae480f41271ed1.wav|phase1 (bad-microphone)
9f86d12e7bf2de98b9e1860fcfb7f01f.wav|phase1 (bad-microphone)
c7ba251cd3422b3acf2b1c13273ce3bd.wav|phase1 (bad-microphone)
36624b110fd8de425e758ae55af75e70.wav|phase1 (bad-microphone)
4ec26d0623cbd005d7b643853e1cb7d8.wav|phase1 (bad-microphone)
a04d91b7ce94de3c23a5d6b621ef630e.wav|phase1 (bad-microphone)
4125f2d888b97e9d4eb3bda4cf8fd658.wav|phase1 (bad-microphone)
065beb465dcb87309d683df50b66de12.wav|phase1 (bad-microphone)
26d1fe35c7f8a0f22f874444e1044941.wav|phase1 (bad-microphone)
7a9ffec861fa4d2d2f28a6be580128df.wav|phase1 (bad-microphone)
701f4268cf9625003e6f0586d451e0e2.wav|phase1 (bad-microphone)
d266c1b1de41c001abc3fe70f9cc6608.wav|phase1 (bad-microphone)
76c516cf5e0a3101271421d26ab52755.wav|phase1 (bad-microphone)
12dc6efe9a2ade0a285e24510bba499d.wav|phase1 (bad-microphone)
af9cfeb904c314bfbeb22437db8067e9.wav|phase1 (bad-microphone)
2378afdae009c0044f77898b58333cd3.wav|phase1 (bad-microphone)
f90d9a2105547f290429d74a16224adb.wav|phase1 (bad-microphone)
053a32c69521a9f34e870c988af4f378.wav|phase1 (bad-microphone)
f58fd3f32548c003e3b1fd7fcbdce3ba.wav|phase1 (bad-microphone)
768af0a418fc3be9ef4779ec74d25a25.wav|phase1 (bad-microphone)
